parent,child,parent_gidx,child_gidx,parent_name,child_name,pair_type,parent_layer,child_layer,layer_gap,gidx_gap,rho_i,rho_o,rho
5_gate,5_down,40,41,gate,down,gate->down,5,5,0,1,0.8804010293465578,0.3989989919724198,0.35127912324075733
13_up,13_down,95,97,up,down,up->down,13,13,0,2,0.9146615416048955,0.38339186854892104,0.3506737975257376
2_up,3_k,18,22,up,k,up->k,2,3,1,4,0.8599563661833736,0.40711724876328315,0.35010306985704553
1_q,1_k,7,8,q,k,q->k,1,1,0,1,0.8039883855969954,0.43264288428997094,0.3478398540803214
12_down,13_o,90,94,down,o,down->o,12,13,1,4,0.8501362395024016,0.4089810513327575,0.3476896130077691
10_o,11_up,73,81,o,up,o->up,10,11,1,8,0.7994580151686966,0.43454255989156165,0.34739853243723234
11_down,12_v,83,86,down,v,down->v,11,12,1,3,0.7861724122130507,0.43937552588360274,0.34542491705128964
10_down,11_up,76,81,down,up,down->up,10,11,1,5,0.8554925879738398,0.4037127922297769,0.34537330142279693
4_down,5_v,34,37,down,v,down->v,4,5,1,3,0.7352574331189333,0.4689869084694206,0.3448261104876103
14_gate,15_down,103,111,gate,down,gate->down,14,15,1,8,0.9624473083637282,0.3559357416501059,0.34256939650159174
11_o,12_down,80,90,o,down,o->down,11,12,1,10,0.8836889047425958,0.38754396450079925,0.3424683015293147
12_v,12_down,86,90,v,down,v->down,12,12,0,4,0.854377696207934,0.39985899651365436,0.3416306082493523
4_o,5_v,31,37,o,v,o->v,4,5,1,6,0.5934358103153108,0.5753941290707776,0.3414594812357894
1_o,2_down,10,20,o,down,o->down,1,2,1,10,0.6592980412729781,0.5176171753363692,0.34126398982851985
1_v,2_q,9,14,v,q,v->q,1,2,1,5,0.9491321479141634,0.3592435562175915,0.3409696081371252
8_q,8_gate,56,61,q,gate,q->gate,8,8,0,5,0.9704071744463031,0.35132798106422897,0.34093119340846273
2_down,3_gate,20,26,down,gate,down->gate,2,3,1,6,0.7896176755858397,0.42936828167668983,0.3390367845478339
0_v,1_q,2,7,v,q,v->q,0,1,1,5,0.9194249158193343,0.3673906763975301,0.33778814171960736
11_down,12_o,83,87,down,o,down->o,11,12,1,4,0.7162734469439753,0.470282835173678,0.33685110738843577
15_v,15_gate,107,110,v,gate,v->gate,15,15,0,3,0.9339282298688115,0.3597900635486871,0.33601809717441256
0_gate,0_down,5,6,gate,down,gate->down,0,0,0,1,0.5925707846204432,0.5669239856004984,0.33594259096743617
3_q,3_v,21,23,q,v,q->v,3,3,0,2,0.9291579537366736,0.3612525888941608,0.33566071627897426
3_v,4_down,23,34,v,down,v->down,3,4,1,11,0.7029915271235353,0.47609662055426905,0.3346918903417999
10_up,10_down,74,76,up,down,up->down,10,10,0,2,0.7870304438332817,0.42240083288573127,0.3324423149816049
13_gate,13_down,96,97,gate,down,gate->down,13,13,0,1,0.8885499054922643,0.3741244353310162,0.33242823165572116
11_gate,11_down,82,83,gate,down,gate->down,11,11,0,1,0.8913076998534045,0.3723743447755387,0.33190012072630404
13_down,14_v,97,100,down,v,down->v,13,14,1,3,0.7254690726682,0.4552213061934979,0.33024897886300364
13_up,14_down,95,104,up,down,up->down,13,14,1,9,0.6926341585151594,0.4761918201215095,0.3298267206216639
8_up,9_q,60,63,up,q,up->q,8,9,1,3,0.959337432114477,0.34278055672268515,0.3288422190651116
9_v,10_o,65,73,v,o,v->o,9,10,1,8,0.7181969807930662,0.4573724971790158,0.3284835465717543
1_down,2_up,13,18,down,up,down->up,1,2,1,5,0.38436272999253784,0.8513582999549614,0.32723040037249485
2_gate,3_k,19,22,gate,k,gate->k,2,3,1,3,0.8297550845595548,0.39365108971550355,0.32663399323384856
1_q,2_v,7,16,q,v,q->v,1,2,1,9,0.841730581708385,0.38670799058125754,0.32550394186324255
7_gate,8_q,54,56,gate,q,gate->q,7,8,1,2,0.9725642871680443,0.33390736045415786,0.3247463740002613
3_up,4_k,25,29,up,k,up->k,3,4,1,4,0.8491218622446173,0.38163576440770086,0.324055270973015
0_down,1_q,6,7,down,q,down->q,0,1,1,1,0.7727332106136279,0.41618770898966156,0.32160206458551144
7_gate,8_o,54,59,gate,o,gate->o,7,8,1,5,0.6129650835015839,0.5239756203133024,0.3211787598581376
5_v,6_down,37,48,v,down,v->down,5,6,1,11,0.7016812485146132,0.4554920454530807,0.3196102271419926
2_q,2_v,14,16,q,v,q->v,2,2,0,2,0.8748523502414846,0.36387980853666657,0.31834110570372415
0_up,0_down,4,6,up,down,up->down,0,0,0,2,0.5736694825670478,0.5544989877648924,0.31809914739503753
2_o,3_k,17,22,o,k,o->k,2,3,1,5,0.7843393799966996,0.40509226659396097,0.3177298172217651
6_up,7_q,46,49,up,q,up->q,6,7,1,3,0.9500419968205969,0.3343275543327135,0.3176252173103977
0_up,1_k,4,8,up,k,up->k,0,1,1,4,0.7592196113497459,0.41822938495811357,0.31752795110294224
9_o,10_up,66,74,o,up,o->up,9,10,1,8,0.6476046311155023,0.4879411095318696,0.3159929222444753
0_gate,1_k,5,8,gate,k,gate->k,0,1,1,3,0.7393636550058605,0.4271363526437595,0.31580909487656217
10_o,10_up,73,74,o,up,o->up,10,10,0,1,0.6956842203423329,0.4515246722473058,0.31411858957769434
6_q,6_up,42,46,q,up,q->up,6,6,0,4,0.9560563449246279,0.3278305317509166,0.31342445994047846
6_v,7_o,44,52,v,o,v->o,6,7,1,8,0.5373198216286796,0.5794290618417349,0.3113387201552742
8_q,8_down,56,62,q,down,q->down,8,8,0,6,0.9734972818307405,0.31978550540143996,0.31131032027717137
0_v,1_gate,2,12,v,gate,v->gate,0,1,1,10,0.8093393150442769,0.3843729149831455,0.31108811173403106
2_q,3_v,14,23,q,v,q->v,2,3,1,9,0.9380436029488283,0.33131290870098684,0.3107859545813299
0_down,1_o,6,10,down,o,down->o,0,1,1,4,0.4763699773605684,0.650438606096764,0.3098494240607551
0_v,1_o,2,10,v,o,v->o,0,1,1,8,0.6381316061148834,0.4832784885977205,0.30839527812963674
10_gate,10_down,75,76,gate,down,gate->down,10,10,0,1,0.7851675326640839,0.3912540556234385,0.30719998149867145
1_q,2_up,7,18,q,up,q->up,1,2,1,11,0.9458308052254287,0.3244507309254514,0.3068754960871986
2_v,3_q,16,21,v,q,v->q,2,3,1,5,0.8547469758702365,0.3588786964737244,0.30675048051516846
13_down,14_up,97,102,down,up,down->up,13,14,1,5,0.9350625549427396,0.32802406424661146,0.3067230195971379
2_up,3_q,18,21,up,q,up->q,2,3,1,3,0.9490505161598088,0.32057296741703245,0.30423994019401623
14_v,15_q,100,105,v,q,v->q,14,15,1,5,0.9652111580875948,0.3149106195699342,0.3039552438091782
13_down,14_gate,97,103,down,gate,down->gate,13,14,1,6,0.9260094292448613,0.3277260635111335,0.30347742502060987
7_q,8_up,49,60,q,up,q->up,7,8,1,11,0.9498840977080698,0.3190354257801281,0.3030466775540669
2_q,2_k,14,15,q,k,q->k,2,2,0,1,0.8874441680660063,0.34104762946655076,0.3026607298028267
5_v,5_down,37,41,v,down,v->down,5,5,0,4,0.6155100394856746,0.4905282877351849,0.30192508575272403
3_q,4_v,21,30,q,v,q->v,3,4,1,9,0.9137033355134163,0.3301312591645836,0.3016420326559241
14_q,15_v,98,107,q,v,q->v,14,15,1,9,0.9455107154740983,0.31902000522671514,0.301636833392462
1_q,1_up,7,11,q,up,q->up,1,1,0,4,0.9319963503028824,0.32241882933847615,0.3004931722123877
14_down,15_q,104,105,down,q,down->q,14,15,1,1,0.9643662354093864,0.31079102622208504,0.29971637195681206
13_gate,14_down,96,104,gate,down,gate->down,13,14,1,8,0.643392332771564,0.46331397011942993,0.29809265604079477
11_v,12_down,79,90,v,down,v->down,11,12,1,11,0.6920966429482132,0.43070735871170157,0.2980911170574605
6_v,7_q,44,49,v,q,v->q,6,7,1,5,0.9379476616854291,0.31736288117925415,0.2976697723078321
6_q,6_v,42,44,q,v,q->v,6,6,0,2,0.945476474254198,0.31457720571324754,0.29742534733849885
7_q,7_v,49,51,q,v,q->v,7,7,0,2,0.936347809716855,0.31663131995944593,0.29647704293178395
9_q,9_v,63,65,q,v,q->v,9,9,0,2,0.9555182095157799,0.31016722716066486,0.2963704335470327
7_up,8_o,53,59,up,o,up->o,7,8,1,6,0.5620222979912961,0.5270782979843733,0.29622975625451864
12_q,12_k,84,85,q,k,q->k,12,12,0,1,0.5693028292134712,0.5197540912399958,0.29589747463820626
8_k,8_up,57,60,k,up,k->up,8,8,0,3,0.928306900549333,0.31836028678737194,0.295536051085582
9_o,10_gate,66,75,o,gate,o->gate,9,10,1,9,0.6530633866010379,0.45221544580047074,0.29532535050775355
8_gate,9_q,61,63,gate,q,gate->q,8,9,1,2,0.9518157964304412,0.30957609061564884,0.29465941324515627
8_v,9_q,58,63,v,q,v->q,8,9,1,5,0.9518720545436216,0.30867620906347454,0.29382025730998595
4_q,4_v,28,30,q,v,q->v,4,4,0,2,0.914475144665757,0.3209782251565495,0.29352660888459353
6_gate,7_q,47,49,gate,q,gate->q,6,7,1,2,0.9420062947934846,0.31026579756074363,0.2922723343613415
0_q,0_k,0,1,q,k,q->k,0,0,0,1,0.6655987873500342,0.4389889543895765,0.2921905157017616
3_down,4_up,27,32,down,up,down->up,3,4,1,5,0.6642537799227575,0.43964442686463956,0.29203547236681116
13_up,14_q,95,98,up,q,up->q,13,14,1,3,0.9445682204198179,0.30901400744879454,0.2918848111007042
12_down,13_up,90,95,down,up,down->up,12,13,1,5,0.8396640337708362,0.3463290249800157,0.2908000261266407
3_v,4_q,23,28,v,q,v->q,3,4,1,5,0.927086261613725,0.3133397855775336,0.2904930104259218
6_q,7_v,42,51,q,v,q->v,6,7,1,9,0.9431082377929411,0.3078260740056711,0.2903133062022079
7_up,8_k,53,57,up,k,up->k,7,8,1,4,0.9349628723615074,0.31025015123640826,0.2900723725505843
5_up,6_q,39,42,up,q,up->q,5,6,1,3,0.95394464389975,0.3034049023576,0.28943148153695913
12_v,12_o,86,87,v,o,v->o,12,12,0,1,0.6175731862255086,0.46858427526137914,0.28938508388834067
3_gate,4_k,26,29,gate,k,gate->k,3,4,1,3,0.8276277455051304,0.348272708485964,0.28824015654520385
1_up,2_q,11,14,up,q,up->q,1,2,1,3,0.9448874320916525,0.30390551561385065,0.28715650224686096
0_up,1_q,4,7,up,q,up->q,0,1,1,3,0.8035303544756646,0.35703727967157206,0.2868902918955253
6_q,6_gate,42,47,q,gate,q->gate,6,6,0,5,0.9482387647491664,0.3020813156930257,0.2864452136465577
11_up,12_o,81,87,up,o,up->o,11,12,1,6,0.5273344495246456,0.5422308754297247,0.28593702021000056
4_v,5_o,30,38,v,o,v->o,4,5,1,8,0.4826146139820824,0.5885393582093673,0.28403769517547633
7_q,8_v,49,58,q,v,q->v,7,8,1,9,0.9423847878631191,0.30049269356743685,0.2831797432819662
13_gate,14_q,96,98,gate,q,gate->q,13,14,1,2,0.9396921829832544,0.3005157145954293,0.2823922678689516
7_down,8_v,55,58,down,v,down->v,7,8,1,3,0.5904834793806578,0.47810774722486565,0.2823147261001867
2_gate,3_q,19,21,gate,q,gate->q,2,3,1,2,0.9206414393863896,0.3050171229435428,0.2808114031042386
11_o,11_down,80,83,o,down,o->down,11,11,0,3,0.6838358272001116,0.40967509797435314,0.28015050950657855
14_v,15_up,100,109,v,up,v->up,14,15,1,9,0.9372855445689622,0.29859645607059215,0.27987014193448717
10_q,10_k,70,71,q,k,q->k,10,10,0,1,0.838772226162576,0.3327340959500036,0.27908811838017666
7_q,7_up,49,53,q,up,q->up,7,7,0,4,0.9552413776319566,0.2916906911872189,0.2786350176920966
0_gate,1_q,5,7,gate,q,gate->q,0,1,1,2,0.7757327225795135,0.3590088908547437,0.27849494433300176
10_o,10_gate,73,75,o,gate,o->gate,10,10,0,2,0.6587264351739366,0.42173146060065964,0.27780566164217
3_gate,3_down,26,27,gate,down,gate->down,3,3,0,1,0.7411462814790818,0.3741194736362939,0.2772772567144506
10_down,11_gate,76,82,down,gate,down->gate,10,11,1,6,0.797751241725609,0.34740097854899676,0.2771395620141538
8_down,9_q,62,63,down,q,down->q,8,9,1,1,0.965479363592542,0.2857545133609084,0.2758900857033864
9_q,10_up,63,74,q,up,q->up,9,10,1,11,0.9443458633074748,0.29178697694924693,0.27554782464901484
5_v,5_o,37,38,v,o,v->o,5,5,0,1,0.48982426100593424,0.5604535167595982,0.27452372967494715
7_q,8_gate,49,61,q,gate,q->gate,7,8,1,12,0.9425341759957606,0.2912181967620993,0.2744831031201366
12_gate,13_o,89,94,gate,o,gate->o,12,13,1,5,0.5054582933239046,0.5427385236086039,0.2743316878643406
8_k,8_gate,57,61,k,gate,k->gate,8,8,0,4,0.9180306231147829,0.29759476500059606,0.2732011075491946
1_q,2_gate,7,19,q,gate,q->gate,1,2,1,12,0.915367120021588,0.29815103244136915,0.27291765189731915
7_q,7_gate,49,54,q,gate,q->gate,7,7,0,5,0.9440972757971051,0.28902755083872356,0.2728701233771482
13_q,14_up,91,102,q,up,q->up,13,14,1,11,0.7852788878040959,0.34739644723395785,0.2728030957109767
9_down,10_o,69,73,down,o,down->o,9,10,1,4,0.7519358785208932,0.3624984151168884,0.2725755642333489
9_v,10_q,65,70,v,q,v->q,9,10,1,5,0.9416455241455094,0.28860409317814395,0.2717627525912728
9_gate,10_down,68,76,gate,down,gate->down,9,10,1,8,0.7316875619885964,0.3701537362304865,0.27083688482345464
13_q,14_gate,91,103,q,gate,q->gate,13,14,1,12,0.7909750913871398,0.34164095218595236,0.27022948337687314
10_o,11_gate,73,82,o,gate,o->gate,10,11,1,9,0.7237672388479548,0.3732587038343649,0.27015242145016477
10_q,11_v,70,79,q,v,q->v,10,11,1,9,0.8814130672028961,0.30296989016315845,0.26704162015883404
3_q,3_up,21,25,q,up,q->up,3,3,0,4,0.9469708095813097,0.28188950452662503,0.26694113231405237
6_q,7_up,42,53,q,up,q->up,6,7,1,11,0.9617887683522266,0.27730144236027937,0.26670541270998904
15_q,15_v,105,107,q,v,q->v,15,15,0,2,0.9419057175380489,0.2829425268716448,0.26650518379506527
5_v,6_q,37,42,v,q,v->q,5,6,1,5,0.9045106926483008,0.2943676810707683,0.2662587150985947
1_q,1_down,7,13,q,down,q->down,1,1,0,6,0.5427350407203027,0.49030459455370345,0.2661054840904557
12_up,13_o,88,94,up,o,up->o,12,13,1,6,0.5393540679525674,0.4922024969572355,0.26547141899029614
9_up,10_down,67,76,up,down,up->down,9,10,1,9,0.7851898243959972,0.33782395115652336,0.2652559288853525
2_q,2_up,14,18,q,up,q->up,2,2,0,4,0.9372939579837282,0.28226881986316527,0.2645688593849422
12_down,13_gate,90,96,down,gate,down->gate,12,13,1,6,0.7769723847554518,0.3395630022604745,0.26383107564104175
10_q,10_up,70,74,q,up,q->up,10,10,0,4,0.9321955004347334,0.28284714171941344,0.2636688328216626
6_q,7_gate,42,54,q,gate,q->gate,6,7,1,12,0.9499106317731218,0.27734424551260245,0.26345224747351603
1_k,2_up,8,18,k,up,k->up,1,2,1,10,0.8643751885498996,0.30467265450064474,0.2633514831799932
14_q,14_gate,98,103,q,gate,q->gate,14,14,0,5,0.956121075834207,0.2752060823940914,0.26313033557475607
1_k,1_up,8,11,k,up,k->up,1,1,0,3,0.8421058026841662,0.31170131767497194,0.2624854883183945
3_q,4_up,21,32,q,up,q->up,3,4,1,11,0.9501439921784266,0.2759300811804867,0.26217330889494495
2_q,3_up,14,25,q,up,q->up,2,3,1,11,0.952573133729113,0.2749706901188251,0.26192969197014604
13_q,13_v,91,93,q,v,q->v,13,13,0,2,0.7840766654527762,0.33387858950417754,0.2617864111245118
9_q,10_v,63,72,q,v,q->v,9,10,1,9,0.9138102990009741,0.286035112808877,0.26138183196065723
1_k,2_o,8,17,k,o,k->o,1,2,1,9,0.8051596396882532,0.32418315013211596,0.2610191883533774
10_q,10_v,70,72,q,v,q->v,10,10,0,2,0.9000923639100129,0.28982742191328165,0.26087144931587036
4_k,4_up,29,32,k,up,k->up,4,4,0,3,0.8465009770956387,0.30816435296769823,0.2608614258932018
8_q,9_gate,56,68,q,gate,q->gate,8,9,1,12,0.9636968532095438,0.2692225598955254,0.25944893378433576
0_up,1_down,4,13,up,down,up->down,0,1,1,9,0.3808554167323879,0.6802222819307793,0.2590663406554028
3_up,4_q,25,28,up,q,up->q,3,4,1,3,0.9482147915082901,0.2731251706432403,0.2589813267371463
4_q,5_up,28,39,q,up,q->up,4,5,1,11,0.9557890145889354,0.2708287514088575,0.2588551454314236
1_q,1_gate,7,12,q,gate,q->gate,1,1,0,5,0.8879828503013238,0.289655877305804,0.2572094515365384
2_k,2_o,15,17,k,o,k->o,2,2,0,2,0.8829335216720294,0.2912692407134566,0.2571713764578703
4_q,5_v,28,37,q,v,q->v,4,5,1,9,0.907579449953996,0.2827446915906283,0.25661327167123466
9_o,9_gate,66,68,o,gate,o->gate,9,9,0,2,0.5880349481198108,0.4362656091195093,0.2565394248250483
7_gate,8_k,54,57,gate,k,gate->k,7,8,1,3,0.9215075494975081,0.277740332456953,0.25593981315902997
0_q,0_v,0,2,q,v,q->v,0,0,0,2,0.6352316856905711,0.4020360890114216,0.25538606253116986
14_q,14_up,98,102,q,up,q->up,14,14,0,4,0.9595361822702488,0.26612573080940616,0.25535726774473755
11_q,11_v,77,79,q,v,q->v,11,11,0,2,0.8878734739314669,0.2871369139528851,0.25494124928530876
7_o,8_v,52,58,o,v,o->v,7,8,1,6,0.478032985235785,0.5325642011379765,0.25458325489969796
9_q,10_gate,63,75,q,gate,q->gate,9,10,1,12,0.932269679195969,0.2730496386865517,0.2545558990628868
12_q,13_v,84,93,q,v,q->v,12,13,1,9,0.9040056964170246,0.2808315651785831,0.25387333465514805
8_q,8_k,56,57,q,k,q->k,8,8,0,1,0.9271808610066894,0.2725774072753489,0.25272855516852905
11_o,11_up,80,81,o,up,o->up,11,11,0,1,0.5268030297310984,0.47772577071413225,0.2516673833928289
3_k,3_up,22,25,k,up,k->up,3,3,0,3,0.8617233403047956,0.2905947845319034,0.25041230840198414
15_q,15_down,105,111,q,down,q->down,15,15,0,6,0.9323840203146986,0.268283370347332,0.25014312742802264
4_k,5_up,29,39,k,up,k->up,4,5,1,10,0.8518788182248654,0.2935729330865592,0.25008856330058554
4_q,4_up,28,32,q,up,q->up,4,4,0,4,0.9517809989463524,0.26259272970663633,0.24993077059623184
5_q,6_up,35,46,q,up,q->up,5,6,1,11,0.9168292536561631,0.27259865046809395,0.24992641725633985
5_q,6_v,35,44,q,v,q->v,5,6,1,9,0.9054979657348659,0.2760083975051464,0.2499250424666503
6_down,7_v,48,51,down,v,down->v,6,7,1,3,0.5108648739724786,0.4878985130080668,0.24925021235922576
9_q,9_gate,63,68,q,gate,q->gate,9,9,0,5,0.9446719549379804,0.2636712506630018,0.24908283582476015
10_q,11_up,70,81,q,up,q->up,10,11,1,11,0.9310997887698571,0.2658777773917615,0.2475587423680682
11_q,11_k,77,78,q,k,q->k,11,11,0,1,0.7979162589329118,0.31006057078589855,0.24740237068408746
7_q,8_down,49,62,q,down,q->down,7,8,1,13,0.9246283631507546,0.26746742118766,0.2473079638488995
2_v,3_o,16,24,v,o,v->o,2,3,1,8,0.5177229449900875,0.4773840807204959,0.24715269216200078
4_v,4_o,30,31,v,o,v->o,4,4,0,1,0.4180228075120775,0.5896090540111547,0.24647003209228302
13_o,13_down,94,97,o,down,o->down,13,13,0,3,0.5914681178015563,0.41669713432859734,0.24646306973463775
5_q,5_v,35,37,q,v,q->v,5,5,0,2,0.8669633833535337,0.2836918270049261,0.24595042616993615
10_up,11_q,74,77,up,q,up->q,10,11,1,3,0.9380979292264001,0.2610891591324931,0.2449271995256538
12_gate,13_k,89,92,gate,k,gate->k,12,13,1,3,0.9115697969056807,0.26823727028166394,0.2445169939931906
3_down,4_gate,27,33,down,gate,down->gate,3,4,1,6,0.6898459863668643,0.35415225972124786,0.24431051493145814
14_q,15_down,98,111,q,down,q->down,14,15,1,13,0.7841212839207445,0.3109606741728819,0.2438308830813005
11_q,12_gate,77,89,q,gate,q->gate,11,12,1,12,0.9228717412959637,0.2638248165895893,0.24347646788312252
9_gate,10_q,68,70,gate,q,gate->q,9,10,1,2,0.9336658697676727,0.26077188882985314,0.2434738123952837
12_q,12_gate,84,89,q,gate,q->gate,12,12,0,5,0.9200713549174261,0.2645833897269216,0.24343559787469413
10_q,10_gate,70,75,q,gate,q->gate,10,10,0,5,0.9211529282183843,0.2641851469931644,0.2433549217445577
6_up,7_k,46,50,up,k,up->k,6,7,1,4,0.8924509000560924,0.27252168067329663,0.24321221920168257
4_v,5_q,30,35,v,q,v->q,4,5,1,5,0.8720191866240208,0.27883831698585787,0.24315236237761867
11_v,12_q,79,84,v,q,v->q,11,12,1,5,0.8869329882418084,0.2724326586488337,0.24162951203007063
8_q,9_up,56,67,q,up,q->up,8,9,1,11,0.9697032969847902,0.2477345399594435,0.2402290001756826
2_up,3_o,18,24,up,o,up->o,2,3,1,6,0.5031524757931789,0.4767149221152773,0.2398602933098542
2_k,2_up,15,18,k,up,k->up,2,2,0,3,0.9042126174791398,0.2649733890744625,0.23959228169733823
14_q,15_gate,98,110,q,gate,q->gate,14,15,1,12,0.9570600424741674,0.2496583625608057,0.2389380430764758
1_k,2_gate,8,19,k,gate,k->gate,1,2,1,11,0.8316720560980124,0.2857554170149907,0.23765479521000227
1_up,2_k,11,15,up,k,up->k,1,2,1,4,0.8864846564737845,0.2680359230571821,0.23760973317397982
14_q,14_k,98,99,q,k,q->k,14,14,0,1,0.9324046652232107,0.2544472954383835,0.23724784532017737
3_down,4_k,27,29,down,k,down->k,3,4,1,2,0.7658655129484214,0.3096587905083671,0.23715698843167832
5_k,6_up,36,46,k,up,k->up,5,6,1,10,0.8942545345255972,0.26422838631091444,0.2362874326089165
3_v,3_o,23,24,v,o,v->o,3,3,0,1,0.46352118063258346,0.5084727980781114,0.23568791168471942
5_gate,6_q,40,42,gate,q,gate->q,5,6,1,2,0.9484520822340113,0.2484598672495633,0.23565227844443434
1_gate,2_q,12,14,gate,q,gate->q,1,2,1,2,0.9010721945168864,0.2614774988234505,0.23561010368163313
15_v,15_up,107,109,v,up,v->up,15,15,0,2,0.9148090389618375,0.25700873023110166,0.23511390950751626
6_gate,7_k,47,50,gate,k,gate->k,6,7,1,3,0.8844027913831127,0.2656204612096741,0.23491547734230558
2_q,2_down,14,20,q,down,q->down,2,2,0,6,0.9056029029180873,0.2592914023794045,0.2348150466964906
2_q,2_gate,14,19,q,gate,q->gate,2,2,0,5,0.9046214374295423,0.25956847109340625,0.23481120343190576
5_q,6_gate,35,47,q,gate,q->gate,5,6,1,12,0.9089607261341526,0.25806117074619767,0.23456746914849336
9_v,10_down,65,76,v,down,v->down,9,10,1,11,0.5776301830570905,0.40559486985718224,0.23428383892262095
5_q,5_up,35,39,q,up,q->up,5,5,0,4,0.9136775071537184,0.25602120714919385,0.2339208183265612
2_k,3_up,15,25,k,up,k->up,2,3,1,10,0.906113010068465,0.25702251777330987,0.23289144723494934
14_down,15_up,104,109,down,up,down->up,14,15,1,5,0.8281034361915937,0.2811400953533007,0.23281307901330062
11_o,12_gate,80,89,o,gate,o->gate,11,12,1,9,0.443748177190196,0.5244742560565564,0.232734495108281
6_k,6_up,43,46,k,up,k->up,6,6,0,3,0.9121544860148632,0.25446536826734706,0.2321117272004848
8_v,9_down,58,69,v,down,v->down,8,9,1,11,0.5499001325806478,0.4210445657237132,0.23153246251383117
2_gate,3_o,19,24,gate,o,gate->o,2,3,1,5,0.5021667563339625,0.45975982969818113,0.2308761023721906
12_up,13_k,88,92,up,k,up->k,12,13,1,4,0.9263023235236502,0.24915528142298152,0.23079311610029674
10_down,11_v,76,79,down,v,down->v,10,11,1,3,0.5656998711032998,0.4075958278948287,0.23057690730234734
8_o,9_v,59,65,o,v,o->v,8,9,1,6,0.45903347162375546,0.5022340801741119,0.2305422533900861
1_gate,1_down,12,13,gate,down,gate->down,1,1,0,1,0.3281762984608904,0.7008725975063379,0.23000977474229947
11_q,11_up,77,81,q,up,q->up,11,11,0,4,0.9366282960508443,0.24529083005430535,0.22974633219066126
7_k,8_up,50,60,k,up,k->up,7,8,1,10,0.8923911715063154,0.2564702960818009,0.22887182797700986
9_up,10_q,67,70,up,q,up->q,9,10,1,3,0.9391848721114268,0.2436401371952229,0.2288231310929059
9_q,9_up,63,67,q,up,q->up,9,9,0,4,0.9518388279932393,0.24017056351561078,0.2286036676951748
11_up,12_q,81,84,up,q,up->q,11,12,1,3,0.9363974691794723,0.24383256075358234,0.22832419279320443
14_gate,15_q,103,105,gate,q,gate->q,14,15,1,2,0.9480972783903429,0.2405596936852411,0.22807399087339164
5_k,6_gate,36,47,k,gate,k->gate,5,6,1,11,0.8852736303524119,0.2568489200860567,0.22738157593667993
10_v,11_q,72,77,v,q,v->q,10,11,1,5,0.9063084184063366,0.2504121153540101,0.226950608216278
4_up,5_q,32,35,up,q,up->q,4,5,1,3,0.909900733337293,0.24883788667565876,0.22641777556828413
11_q,12_up,77,88,q,up,q->up,11,12,1,11,0.9361304034314666,0.24170531563748632,0.22626769463925003
3_gate,4_q,26,28,gate,q,gate->q,3,4,1,2,0.9292053439960953,0.24318783918244305,0.22597143976318912
9_o,9_up,66,67,o,up,o->up,9,9,0,1,0.5735277183786665,0.3937918123436224,0.22585051964963776
0_o,1_v,3,9,o,v,o->v,0,1,1,6,0.3866520248338385,0.5837148853986877,0.22569454236505457
10_gate,11_q,75,77,gate,q,gate->q,10,11,1,2,0.9262785980113268,0.24347588199408465,0.225526498623052
11_o,11_gate,80,82,o,gate,o->gate,11,11,0,2,0.543391504394659,0.4149450261388977,0.22547760199469674
14_o,15_v,101,107,o,v,o->v,14,15,1,6,0.4596253827976387,0.49001499957606676,0.22522333175673445
13_q,13_k,91,92,q,k,q->k,13,13,0,1,0.7821025833343542,0.2871915556898065,0.2246132576168097
0_down,1_k,6,8,down,k,down->k,0,1,1,2,0.5784645921299968,0.3875233304106955,0.22416852526688094
1_down,2_gate,13,19,down,gate,down->gate,1,2,1,6,0.2825842604068143,0.7913994982734387,0.22363704190592357
12_q,12_up,84,88,q,up,q->up,12,12,0,4,0.932713004756991,0.23966412366974643,0.2235378449204603
0_gate,1_down,5,13,gate,down,gate->down,0,1,1,8,0.34395607142089657,0.6495428911546286,0.22341422106091707
6_o,7_up,45,53,o,up,o->up,6,7,1,8,0.4261002308151012,0.5227618535505631,0.22274894645922508
4_k,4_gate,29,33,k,gate,k->gate,4,4,0,4,0.8377221876494715,0.2655835711831074,0.22248525025527185
3_k,4_up,22,32,k,up,k->up,3,4,1,10,0.8649691188355857,0.25716677072670113,0.22244131506926776
12_up,12_down,88,90,up,down,up->down,12,12,0,2,0.5768428857882081,0.3850098364552256,0.22209018511767836
4_up,5_k,32,36,up,k,up->k,4,5,1,4,0.8882158074963002,0.2499866453869191,0.2220420900956336
4_q,4_k,28,29,q,k,q->k,4,4,0,1,0.8105785814556359,0.2734913900127335,0.22168626295685157
5_k,5_up,36,39,k,up,k->up,5,5,0,3,0.8893867612659786,0.24923046419447598,0.22166227535874145
5_up,6_k,39,43,up,k,up->k,5,6,1,4,0.908588763380441,0.24346823763135378,0.2212125049518871
13_k,13_up,92,95,k,up,k->up,13,13,0,3,0.9172751304214332,0.24098614488612488,0.22105059748017858
11_q,12_v,77,86,q,v,q->v,11,12,1,9,0.8881875038792126,0.24869257496876213,0.2208856373947988
11_gate,12_o,82,87,gate,o,gate->o,11,12,1,5,0.4739293135838181,0.46485862591799937,0.22031012949483433
1_k,1_gate,8,12,k,gate,k->gate,1,1,0,4,0.7860385767788337,0.280242996188051,0.22028180587589172
12_q,12_v,84,86,q,v,q->v,12,12,0,2,0.885122848669442,0.24809421949874846,0.21959386230115407
